Item,64,65,75,79,83,112,252,271,301,305,376,377,396,407,417,442,447,485,514,521,535,550,583,585,592,596,665,672,675,677,690,781,784,791,804,851,853,889,892,907,971,993,1006,1107,1112,1147,1346,1348,1351,1355,1520,1528,1551,1552,1638,1716,1730,1740,1750,1752,1762,1813,1817,1833,1838,1862,1871,2128,2177,2190,2234,2340,2578,2597,2612,2762,2780,2822,2832,2835,2843,2858,2862,2895,2964,3148,3251,3252,3253,3347,3411,3430,3524,3533,3625,3902,3991,4047,4342,4462
24,"4,590798763","4,877710797","4,458178968","4,805026285","4,997193054","4,09884889","4,043066548","5,239944123","4,191001423","4,762859655","4,996076657","4,216331571","4,63866643","5,079951812","4,252954463","4,817902532","4,607551808","4,91091888","4,596403985","4,642227368","4,96944863","4,249427398","4,259505822","3,908966781","4,586911552","3,793549468","4,89867215","4,727493632","4,3654497","3,952887766","3,923478305","4,019186873","4,68916593","4,413645982","4,787810911","4,713119014","4,85093404","4,454795526","4,540107103",,"4,688743449","4,649467981","4,507564914","3,877232374","4,766608227","4,788192545","4,745616155","4,471128832","4,964442828","4,893227993","3,947110631","4,550044598","4,199495192","4,435590595","4,483696455","4,035719451","4,421292343","4,8377346","4,224804959","4,919837985","4,198942137","4,569090668","4,564073029","5,028014966","4,558824526","3,428682588","4,700409214","4,660132362","4,898509416","5,229651083","4,949814161","5,068451992","4,306700662","4,332422849","4,76448953","4,649431848","4,803022699","3,882172143","4,356307506","4,46154546","4,074393155","4,741224146","3,815408164","4,367704811","5,088094131","3,811127878","4,266559851","4,325268292","4,415469884","4,056864106","4,010254059","4,084891932","4,512690623","3,754209509","4,310960999","4,588264524","5,260861576","4,93291114","3,333437957","4,918312691"
30,"4,426518322","4,859874396","4,646024732","4,937422999","4,633184179","4,356083227","4,073457649","4,786791665","4,767103379","4,885958781","4,74585202","4,213476712","4,512134006","5,27100527","4,222385964","4,845937548","4,30587787","4,913772745","4,645818973","4,157633856","4,722556699","4,485010218","4,472256908","3,745659226","4,864585815","4,087328673","4,854367198","4,849956635","4,648353065","4,360765205","3,721540959","3,872784279","4,480927028","4,051502123","4,35464281","4,765479558","5,022689339","4,225159961","4,44655345",,"4,61055084","5,360826694","4,37796638","4,047985837","4,855724463","4,799084098","5,004457981","4,751374221","4,724526308","4,510389364","3,852043382","4,700606757","4,135108455","4,327611788","4,011052279","3,600880326","4,531744221","4,314558376","4,267430538","4,989459541","4,250916534","4,421762085","4,509725099","4,532910057","4,905635915","3,792433036","4,784419954","4,709520038","4,525838793","5,077367202","5,12608722","4,992607687","4,332906777","4,281034298","4,7455917","4,576519224","4,421022512","3,922298217","4,456626638","4,211761543","4,442412555","4,81843122","4,264157551","4,091442691","4,695556208","3,853697078","4,306464047","4,415405549","4,95062567","4,044915404","3,995148994","4,08797974","4,534441363","3,964598983","4,134574536","4,655635334","5,022879724","4,894737243","3,967310057","4,761657812"
35,"4,025715619","4,86686108","4,835608734","4,993883783","4,664076527","4,136289305","3,867810007","4,656408539","4,436961844","4,905073519","4,538297729","4,023271875","4,340414896","4,90575775","3,823733803","4,738629394","4,633296087","4,766789986","4,329428494","4,290667502","4,513393479","4,1457661","4,898742207","3,985059836","4,436761855","3,918774273","4,790582116","4,865179873","4,644585422","4,2320108","3,507376198","3,840454478","4,568113501","4,470433645","4,75669711","4,597455531","5,109377069","4,162685098","4,285685632",,"4,740347559","4,606890152","4,154926789","4,12457558","4,921355459","4,689461383","4,836099801","4,68206187","4,826252751","4,59659453","3,672430919","4,683324979","4,142635974","4,14041254","4,546803314","3,792415056","4,282734274","4,715357065","4,596578969","5,000478407","4,47743764","4,339261949","4,280808197","4,775694037","4,721312636","3,738541733","4,564397484","4,785780691","4,755331464","4,681253451","4,986780558","5,1428088","4,14884394","4,3020133","4,618615232","4,306289499","4,263496197","3,756101381","4,523950519","4,410206399","3,764016681","4,292465521","4,129182694","3,685179942","4,86587355","3,936735198","4,610327965","4,470473028","4,644141871","4,046211059","3,673123568","3,910838972","4,50469324","3,927909392","4,142269008","4,573515429","4,514161344","4,683942316","3,785174751","4,177748459"
41,"4,638216019","5,001493803","4,586768074","4,78559215","4,85996883","4,371172273","4,004205861","4,482061851","4,821621742","5,248040892","4,801417442","4,39613171","4,765564507","5,170042755","4,178043372","4,937997987","4,5048799","4,770826482","4,85946557","4,572990714","4,670718781","4,706014421","4,865707398","4,065646808","5,168299855","3,894650502","4,831146359","5,423871139","5,371025699","4,586441282","4,497485164","4,20248718","4,881724129","4,583032033","4,538779358","5,242499856","4,915174127","4,086703555","4,64228132",,"4,722571226","4,974456243","5,012665296","4,620527112","5,086016072","4,485905163","5,6414867","4,840979673","4,817070837","4,798838024","4,022732229","4,64923227","4,360193489","4,806865891","4,663978123","4,154577733","4,620378918","4,61354556","4,882745874","4,540473232","4,838124393","4,400336087","4,617302876","4,656683519","5,195228284","3,739494018","4,711196473","4,908995186","4,87310617","5,563203541","5,427943748","4,984919423","4,515722155","4,698369314","4,994903331","4,753066538","4,545552155","3,911317764","4,484669011","4,663592109","4,332198691","4,940448628","4,024671038","4,281669055","4,433668122","3,642651119","4,422479523","4,550491481","4,703615608","4,16689983","3,920855628","4,121550012","4,257405916","3,848175603","4,640972799","4,56426377","5,557183641","4,846247131","3,628684265","5,171293965"
45,"4,80672472","5,367683213","4,748396929","5,171097585","4,974515378","4,384479564","4,413937716","4,744272435","5,028889685","5,214975467","4,993550289","4,325115672","4,928329886","5,211006266","4,129472816","5,327957571","4,641841974","5,073850434","4,798700084","4,637773762","5,093647646","4,953001566","4,492227811","4,29071139","4,929222507","4,220718447","4,950714708","4,984647414","4,971254192","4,579344471","4,046954399","4,37302352","5,234818908","5,257086451","4,775297817","5,151945477","5,383261846","4,138305063","4,703153889",,"4,72889368","4,882583143","4,517897339","4,341042901","5,119168642","4,834732714","5,133558336","4,757667678","4,957659625","4,472505566","4,021416099","4,963995303","4,463359998","4,60001171","4,589901142","4,176140608","4,350750555","4,519258645","4,688127941","4,546435293","4,486334122","4,558318466","4,770936933","4,764556776","4,808909256","3,745734272","4,775759915","4,934255051","4,905165175","5,280219794","5,402928102","5,214142748","4,166514506","4,733277934","4,886606777","4,471826273","4,694999494","4,160992267","4,79799119","4,731366496","4,013755828","4,399210418","4,175265551","4,263219714","5,216508309","3,852554744","4,806270515","4,602466616","5,125581602","4,460059995","4,189348631","4,540017254","4,674175668","4,048723858","4,525230306","4,680310888","4,492206495","5,239830437","3,613434078","4,730830248"
71,"4,402039696","4,77298447","4,758065551","5,014847731","4,739758582","4,45653743","4,057688983","4,948572654","4,703896068","4,88772454","4,786396999","4,741927439","4,772218572","4,888792235","4,060154622","5,097039511","4,601066601","5,202622216","4,590313621","4,439064446","4,62945738","4,665737817","4,516206367","4,257496833","5,062893659","4,247721829","4,890970496","4,815911965","4,717399813","4,501704513","4,134156605","4,042198466","4,5739948","4,89938105","4,845899505","5,149573971","5,464306047","4,244286186","4,639415371",,"4,486652242","4,868666149","4,162475527","3,884241668","5,306084556","4,99395962","4,938110608","4,518875599","4,90889242","4,779993997","3,551288174","4,472394194","4,367084055","4,532267447","4,388588805","3,952908293","4,462719927","4,47656945","4,717278846","5,048704489","4,481945202","4,665886069","4,64975979","5,132377356","4,95187172","3,555542337","4,551166716","4,800245877","4,832502667","5,01137627","4,960671968","5,00228783","4,055391615","4,781301154","4,59695509","4,644513567","4,175658244","3,75477661","4,481111887","4,226576213","3,909923981","4,837111911","4,099277555","3,928656114","4,882613205","3,838704408","4,428347281","4,633234747","4,988168341","4,104444641","4,008533139","4,106290502","4,828074606","4,15246356","4,509517736","4,657744413","4,802172279","4,94677404","3,928487805","4,60091943"
72,"3,997031706","4,600551364","4,236421082","4,597354094","4,31584445","3,844283289","3,829075359","4,570317728","4,941228274","4,544631657","4,354665364","3,520154966","4,257147612","4,841141361","3,795575978","4,770632042","4,567126755","4,680943757","4,325500427","4,575510184","4,592525686","4,139502691","4,92938971","3,882144065","4,341754045","3,642549171","4,087877827","4,508578001","4,344653593","3,972705178","3,425695447","3,715493464","4,465362332","4,468099689","4,686286657","4,713539299","4,93049975","4,073593108","4,056068911",,"4,371170602","4,708916151","4,269658626","4,101990614","4,871117605","4,32609483","4,776797112","4,529709008","4,69606837","4,450316421","3,824063613","4,848189559","3,809934245","4,310390488","4,345694706","3,905623058","4,414609808","4,222724667","4,40071679","4,795683246","4,117969994","4,66943218","4,058018605","4,825273577","4,835435596","3,324198009","4,3346303","4,730323021","3,834961638","4,74260854","4,821176625","4,824478254","3,903610444","4,108651949","4,462345372","4,218257244","4,340675939","3,68101409","4,05102585","4,538171903","3,728484965","4,511876066","3,653157823","3,549331481","4,570900169","3,806783449","4,509496667","4,253994166","4,582076449","4,059179711","3,547016565","4,224657548","4,316521323","3,810120183","4,470971942","4,096370244","4,779759757","4,60617983","3,800317302","4,17636777"
103,"4,444394566","5,04950623","4,612659893","5,128057427","4,933004046","4,48101013","3,73696875","4,758323533","4,802557709","4,992075686","4,563714742","4,134013602","4,51571701","4,76470509","3,987088843","4,871402122","4,585298928","5,134308416","4,480957857","4,454500789","4,697065473","4,64135336","4,728771691","3,983746245","4,6268753","4,268403028","4,517197839","4,819058817","4,775594198","4,28736463","4,17095064","4,202202798","4,643127421","4,67338085","4,869772247","4,418418149","4,918097642","4,247359993","4,503301008",,"4,67322788","4,724901039","4,417877304","4,028873633","5,030787496","4,614501362","5,084895868","4,443777191","4,696286376","4,094444993","3,080249079","3,855458146","4,608484185","4,803656503","3,922557265","4,069820247","4,701386343","4,405335729","4,595723658","4,612730913","4,095976133","4,492121163","4,373104798","4,662357716","4,996268825","3,672232505","4,639127481","4,55677206","4,810211554","4,485126569","4,906413347","5,173201114","4,257354478","4,496044451","4,570392168","3,85026948","4,17550246","3,42791218","4,483982506","4,663037837","3,953109177","4,719396911","3,861767885","4,269305107","5,032011667","3,868731151","4,635449594","4,469722953","4,83538759","3,984508474","3,785952806","4,334666358","4,732090772","3,948564423","4,57668053","4,528938113","4,648160379","4,767478015","3,931734327","4,628682422"
124,"4,461889514","4,51180179","4,932945887","4,582820883","4,806365992","3,720301648","3,663703289","4,276112679","5,013706623","4,871825925","4,154969325","3,940553302","4,207880163","4,91334183","4,228327144","4,83936149","3,983661759","4,672572757","4,338429203","4,264249418","4,171426006","4,400333985","4,025996374","3,560348143","4,273051155","3,854793187","4,336299756","4,814265852","4,590220691","3,137545563","3,243706119","3,652115677","4,311222168","4,059679933","4,574539895","4,967871604","4,645682061","4,255677899","3,743521536",,"4,566406485","4,35259954","3,953735641","3,582914913","4,763770114","4,330786383","4,349923025","3,985206007","4,36108205","4,474166198","3,895486391","4,501694098","4,121949933","4,327557327","4,377313747","3,985819436","4,829237088","3,78929726","4,530237363","4,876556841","4,322678505","4,532338901","3,58294622","4,814400476","4,375867278","3,387825083","4,360658128","4,482196205","4,023074946","4,855032737","4,773664324","4,750271635","3,644553912","3,923979632","4,190438909","3,915903402","4,267039147","3,383584189","3,887215297","4,167068569","4,105190859","4,194175235","3,741871958","3,854927523","4,483204604","4,02509531","5,11535668","4,072474871","4,331210413","3,608757917","3,359361769","4,51181367","4,387203029","3,719633359","3,893755114","3,906692367","4,757766788","4,735750072","3,619756624","4,621330974"
